,id,title,popularity,homepage
33826,4912,Confessions of a Dangerous Mind,7.645827,Not available
2307,1885,The Karate Kid,7.64499,Not available
1001,11114,Pete's Dragon,7.644722,Not available
2147,14347,Blame It on Rio,7.643886,Not available
7377,204,The Wages of Fear,7.643793,Not available
13774,18162,Land of the Lost,7.642063,Not available
602,11827,Heavy Metal,7.640073,Not available
2332,15556,At First Sight,7.638813,Not available
4259,2140,Kiss of the Dragon,7.637345,Not available
6943,37749,Looking for Mr. Goodbar,7.637221,Not available
12890,8885,Waltz with Bashir,7.636625,http://waltzwithbashir.com
6708,14282,Ninja Scroll,7.634365,Not available
2426,9535,Analyze This,7.634017,Not available
2511,9460,Black Mask,7.632785,Not available
9508,8357,What the #$*! Do We (K)now!?,7.631049,Not available
2452,16520,The King and I,7.630723,Not available
1900,12101,Soylent Green,7.630456,Not available
6167,1714,Fahrenheit 451,7.630417,Not available
12814,12914,Stargate: Continuum,7.627484,Not available
6242,47423,Once a Thief,7.625338,Not available
10761,11565,Big Momma's House 2,7.622875,Not available
1180,530,A Grand Day Out,7.617298,http://www.wallaceandgromit.com/films/a-grand-day-out
23679,250766,Life Itself,7.615552,Not available
9429,11838,Ju-on: The Grudge,7.614692,Not available
12093,4517,Elizabeth: The Golden Age,7.608243,Not available
6909,27972,Dark Victory,7.607677,Not available
33877,304372,The Perfect Guy,7.607052,http://www.sonypictures.com/movies/theperfectguy/
1660,586,Wag the Dog,7.603652,Not available
322,9067,Tank Girl,7.602087,Not available
1788,37636,High Art,7.601439,Not available
22285,109443,Anchorman 2: The Legend Continues,7.600751,Not available
7726,16617,Mindhunters,7.600017,http://www.mindhunters-thefilm.com/
20457,112949,Safe Haven,7.598422,Not available
3341,9960,Lord of the Flies,7.597775,Not available
1595,4995,Boogie Nights,7.595679,Not available
10700,10045,District B13,7.594102,http://www.banlieue13-lefilm.com/
7103,11194,Touching the Void,7.594022,Not available
5825,20139,The Children's Hour,7.591269,Not available
3716,16146,Phantasm IV: Oblivion,7.590628,http://phantasm.com
13244,13973,Choke,7.589546,Not available
3216,11016,Key Largo,7.588489,Not available
3462,1058,Breathless,7.587797,Not available
764,9894,The Cable Guy,7.586577,Not available
1296,11349,Cape Fear,7.583191,Not available
19268,77953,The Campaign,7.581463,Not available
23645,218836,Planes: Fire & Rescue,7.579855,http://movies.disney.com/planes-fire-and-rescue
2474,6522,Life,7.579444,Not available
23599,184098,Think Like a Man Too,7.576924,Not available
16209,43347,Love & Other Drugs,7.575696,http://www.loveandotherdrugsthemovie.com/
166,9073,Free Willy 2 - The Adventure Home,7.575098,Not available
2028,15171,Charlotte's Web,7.574372,Not available
12092,2001,We Own the Night,7.572144,Not available
8972,22828,Homicide,7.571853,Not available
3276,61178,Nadine,7.569698,Not available
1396,17894,The Beautician and the Beast,7.566377,Not available
2223,4518,Elizabeth,7.566321,Not available
16347,38745,Gulliver's Travels,7.565799,Not available
8694,23148,Lady Sings the Blues,7.565468,Not available
16828,38322,"Big Mommas: Like Father, Like Son",7.564777,http://www.bigmommaslikefatherlikeson.com/
10114,20941,Innocent Voices,7.559298,Not available
12536,10488,Nim's Island,7.558125,Not available
2937,10228,Pokémon: The First Movie: Mewtwo Strikes Back,7.556826,Not available
1437,9434,Grosse Pointe Blank,7.556814,Not available
3839,13465,The Adventures of Ichabod and Mr. Toad,7.554977,Not available
3677,12599,Pokémon: The Movie 2000,7.554848,http://p2kmovie.warnerbros.com/index2.html
3929,20637,Panic,7.554807,Not available
8104,8080,Suspect Zero,7.550891,Not available
466,11934,The Hudsucker Proxy,7.550545,Not available
4815,10649,The Enforcer,7.550133,Not available
299,12106,The Quick and the Dead,7.54701,Not available
1501,266,Contempt,7.543337,Not available
1423,884,Crash,7.540612,Not available
8132,31117,Superbabies: Baby Geniuses 2,7.538821,http://www.sonypictures.com/movies/superbabiesbabygeniuses2/index.html
5575,11644,Blow Out,7.536295,Not available
1863,10160,A Nightmare on Elm Street 5: The Dream Child,7.534739,Not available
2594,10208,Muppets from Space,7.531668,Not available
5607,25113,The Four Seasons,7.531501,Not available
11751,35838,Tristana,7.530264,Not available
3244,968,Dog Day Afternoon,7.530126,Not available
3330,11520,Grumpy Old Men,7.529482,Not available
3301,8469,Animal House,7.525382,http://www.animalhouse.com/
16288,46829,Barney's Version,7.524794,http://www.barneysversionthemovie.com/
5356,19133,The Big Bus,7.524202,Not available
14665,1450,Blood: The Last Vampire,7.524117,Not available
804,18975,The Adventures of Pinocchio,7.523528,Not available
1791,21334,Children of Heaven,7.523517,http://www.miramax.com/movie/children-of-heaven/
10455,3291,"Good Night, and Good Luck.",7.523098,http://wip.warnerbros.com/goodnightgoodluck/
7554,14510,From Beyond,7.522655,Not available
1197,9665,Glory,7.521346,Not available
4537,12478,Skin Deep,7.519229,Not available
8322,25768,"Steamboat Bill, Jr.",7.518657,Not available
3623,7450,Titan A.E.,7.515631,Not available
31628,299245,The Gallows,7.51505,http://thegallowsmovie.com/
344,9331,Clear and Present Danger,7.513245,Not available
16532,44564,The Dilemma,7.513067,http://www.thedilemmamovie.com
3266,19259,Volunteers,7.511384,Not available
22985,177494,Veronica Mars,7.510159,http://theveronicamarsmovie.com
4544,9618,Tango & Cash,7.507261,Not available
3563,2075,Prizzi's Honor,7.506871,Not available
3822,1485,Get Carter,7.505268,Not available
5406,10323,Clash of the Titans,7.50381,http://www.warnervideo.com/clashofthetitans1981/
2530,138,Dracula,7.503126,Not available
14963,31867,Repo Men,7.502967,http://www.repomenarecoming.com/
11072,14474,The Oh in Ohio,7.502117,Not available
13174,8880,Che: Part Two,7.500907,http://www.ifcfilms.com/films/che
9390,3177,Battle Royale II: Requiem,7.500419,Not available
1925,9570,The Black Hole,7.499388,Not available
13124,13220,Splinter,7.498032,Not available
1200,379,Miller's Crossing,7.495853,Not available
2607,8914,Deep Blue Sea,7.493615,Not available
3875,2669,The Bounty,7.492912,Not available
20663,97367,The Place Beyond the Pines,7.492658,http://www.focusfeatures.com/the_place_beyond_the_pines
14108,24150,Halloween II,7.490807,http://www.halloween2-movie.com/
9802,20511,Chronicles,7.490741,Not available
201,3512,Under Siege 2: Dark Territory,7.490247,Not available
2454,11374,Edtv,7.48939,Not available
17603,50014,The Help,7.486118,http://thehelpmovie.com/#/splash
11347,18925,Facing the Giants,7.485908,http://www.facingthegiants.com/
10549,9885,Wolf Creek,7.483385,Not available
23263,254473,Brick Mansions,7.482959,Not available
2198,4437,2010,7.482865,Not available
6081,10632,The Hunted,7.481524,Not available
11207,9988,Beerfest,7.481125,Not available
20047,82687,The Guilt Trip,7.479014,Not available
14911,25941,Harry Brown,7.478206,Not available
12603,13008,An American Crime,7.478007,Not available
5028,13225,FernGully: The Last Rainforest,7.477944,Not available
1510,38225,Wild America,7.477411,http://wildamerica.warnerbros.com/
2392,8224,8MM,7.473718,Not available
3141,11259,Far and Away,7.472753,Not available
2751,11797,Fright Night,7.472509,Not available
2356,10013,Peggy Sue Got Married,7.471655,Not available
3845,19204,The Beyond,7.471402,Not available
6018,6038,Shanghai Knights,7.469778,Not available
2411,5919,The Towering Inferno,7.469056,Not available
8976,36351,Light Sleeper,7.468807,Not available
14822,32856,Valentine's Day,7.466721,http://www.valentinesdaymovie.com/
11248,1249,Hollywoodland,7.464981,http://www.hollywoodlandmovie.com/
5391,3640,Mostly Martha,7.458993,Not available
3704,5551,Space Cowboys,7.45761,http://movies.warnerbros.com/spacecowboys/index.html
12082,10030,Good Luck Chuck,7.456047,http://www.goodluckchuckthemovie.com/
5286,12100,Windtalkers,7.455875,Not available
19455,77016,End of Watch,7.45279,Not available
5609,11646,Gallipoli,7.44658,Not available
18953,76493,The Dictator,7.446085,http://www.dictatorthemovie.com/
2866,32043,The Guardian,7.444848,Not available
2943,11663,The Commitments,7.442056,Not available
7603,14554,Bad Day at Black Rock,7.441117,Not available
220,1909,Don Juan DeMarco,7.438934,Not available
7357,14684,School Ties,7.438381,Not available
504,713,The Piano,7.436758,Not available
552,15139,The Pagemaster,7.436001,Not available
1300,653,Nosferatu,7.435873,http://www.nosferatumovie.com/cast_crew.html
4448,10142,Casualties of War,7.435688,Not available
10810,7304,Running Scared,7.435544,https://www.warnerbros.com/running-scared
2387,18892,Jawbreaker,7.434797,Not available
2187,30197,The Producers,7.433784,Not available
14630,25195,Leap Year,7.432311,http://www.leapyearfilm.net
14572,26123,American Pie Presents: The Book of Love,7.432114,Not available
914,32093,The Mark of Zorro,7.431939,Not available
2707,9096,Medicine Man,7.431005,Not available
6210,17464,Breakin' 2: Electric Boogaloo,7.43009,Not available
19861,119431,Halo 4: Forward Unto Dawn,7.429822,Not available
11807,2269,Day Watch,7.42908,http://www.foxsearchlight.com/daywatch/
2350,12151,Ruthless People,7.427491,Not available
7471,24965,Gunga Din,7.425486,Not available
23248,12242,Mulan II,7.424487,Not available
11829,3432,Mr. Brooks,7.423812,Not available
7163,11132,Confessions of a Teenage Drama Queen,7.423275,Not available
10215,10476,Hustle & Flow,7.422267,Not available
18358,71688,The Iron Lady,7.421245,http://weinsteinco.com/sites/iron-lady/
3701,10641,Autumn in New York,7.420422,Not available
3622,479,Shaft,7.420019,Not available
11120,326,Snakes on a Plane,7.418574,Not available
8179,8689,Cannibal Holocaust,7.417324,http://cannibalholocaust.net/
1566,3597,I Know What You Did Last Summer,7.417157,Not available
144,10474,The Basketball Diaries,7.415144,Not available
25501,87093,Big Eyes,7.412826,Not available
1210,9964,Bad Taste,7.409599,Not available
4065,15598,Alfie,7.409319,Not available
2631,10776,Little Shop of Horrors,7.409179,Not available
470,7984,In the Name of the Father,7.405895,Not available
2808,11230,Drunken Master,7.404755,Not available
1062,11386,The Crying Game,7.404329,http://www.miramax.com/movie/the-crying-game/
10688,4550,Sympathy for Lady Vengeance,7.400261,http://www.lady-vengeance.de/
33049,245698,Pawn Sacrifice,7.399209,Not available
10643,546,Transamerica,7.398205,http://www.transamerica-movie.com/
5160,12149,Frailty,7.397953,Not available
22655,157099,Better Living Through Chemistry,7.392294,Not available
32743,323373,Deathgasm,7.391953,http://deathgasmthemovie.com/
12566,13258,Son of Rambow,7.391932,http://www.sonoframbow.com/
3806,10973,Creature from the Black Lagoon,7.390658,Not available
1427,16052,Selena,7.390306,Not available
2363,10015,Heartbreak Ridge,7.390012,Not available
15257,26388,Buried,7.389437,http://www.experienceburied.com/index.html
16031,41436,Paranormal Activity 2,7.388933,http://www.paranormalmovie.com/trailer/
4571,9880,The Princess Diaries,7.387171,Not available
2816,16642,Days of Heaven,7.380825,Not available
1265,31388,Santa with Muscles,7.378936,Not available
18240,13396,The Snowman,7.373338,Not available
2279,9745,Jack Frost,7.372419,Not available
11969,4516,My Best Friend,7.37236,http://www.monmeilleurami-lefilm.com/
962,10861,Maximum Risk,7.370163,Not available
2618,21185,Vibes,7.368928,Not available
16206,38117,Beastly,7.364563,http://www.beastlythemovie.com/
7195,11169,Spartan,7.364519,Not available
7008,11007,Cheaper by the Dozen,7.364297,Not available
22787,137321,Winter's Tale,7.363527,http://www.winterstalemovie.com/
3646,27352,Braddock: Missing in Action III,7.362552,Not available
888,6620,Sabrina,7.359741,Not available
23659,226486,Tammy,7.359522,Not available
17469,51162,Winnie the Pooh,7.357682,http://disney.go.com/pooh/home/
25476,284296,Top Five,7.355355,http://www.topfivemovie.com/
2322,24525,Hurlyburly,7.352493,Not available
5843,21143,The Day of the Triffids,7.351703,Not available
4979,39939,Super Troopers,7.351028,http://www.brokenlizard.com/
10096,9291,The Longest Yard,7.349843,Not available
1803,1389,Out of Sight,7.349812,Not available
7460,10133,Cypher,7.348974,http://www.miramax.com/cypher/
4557,8494,Weekend at Bernie's II,7.348632,Not available
11362,8194,A Guide To Recognizing Your Saints,7.34846,Not available
19125,34433,Dragon Ball Z: Broly - The Legendary Super Saiyan,7.348249,Not available
4416,11966,Short Circuit 2,7.34677,Not available
17218,49020,Submarine,7.346099,http://warpfilms.com/feature/submarine/
3906,21355,All the Pretty Horses,7.345133,http://alltheprettyhorses.com/
13044,11887,High School Musical 3: Senior Year,7.343504,http://disney.go.com/disneypictures/highschoolmusical3
19462,103328,Holy Motors,7.34241,Not available
20997,119675,Behind the Candelabra,7.339451,Not available
4077,2453,Harley Davidson and the Marlboro Man,7.338188,http://www.mgm.com/title_title.do?title_star=HARLEYDA
2689,850,A Christmas Story,7.337907,Not available
19,11517,Money Train,7.337906,Not available
2867,15247,The Ipcress File,7.336578,Not available
1718,40688,Meet the Deedles,7.336354,Not available
6753,20312,Interstate 60,7.335241,Not available
4193,1406,City Slickers,7.334686,Not available
15289,32823,Get Him to the Greek,7.33335,http://www.gethimtothegreek.net/
40004,392572,Rustom,7.333139,Not available
4593,21055,All Over the Guy,7.332279,Not available
4942,11447,The Son's Room,7.331867,Not available
891,909,Meet Me in St. Louis,7.331511,Not available
23208,244509,Cold in July,7.327216,Not available
704,11687,The Visitors,7.326169,Not available
14533,24438,Did You Hear About the Morgans?,7.323405,Not available
20413,109431,Identity Thief,7.321172,http://www.identitythiefmovie.com
4437,12500,American Ninja,7.314536,Not available
11343,1440,Little Children,7.311148,http://www.littlechildrenmovie.com
17283,52449,Bad Teacher,7.310686,http://www.areyouabadteacher.com/
13654,15384,Red Cliff Part II,7.309903,http://www.redclifffilm.com
4860,12589,Jimmy Neutron: Boy Genius,7.308162,Not available
1181,10705,Henry V,7.307967,Not available
22676,15359,Wonder Woman,7.306487,http://warnervideo.com/wonderwomanmovie/
19325,109584,Broken,7.305256,Not available
12691,12912,Chaos Theory,7.303984,http://chaostheorymovie.warnerbros.com/
1072,702,A Streetcar Named Desire,7.301719,Not available
5926,28528,The Harder They Fall,7.300676,Not available
3064,12524,Titus,7.295333,Not available
4824,299,Ocean's Eleven,7.29506,Not available
2103,8208,The Man Who Knew Too Much,7.294135,Not available
6090,23159,The Talk of the Town,7.293819,Not available
5805,7303,Maid in Manhattan,7.291939,http://www.sonypictures.com/movies/maidinmanhattan/
3095,14919,Batman: Mask of the Phantasm,7.29114,Not available
3584,635,Angel Heart,7.290872,Not available
1538,468,My Own Private Idaho,7.289727,Not available
6386,10327,"Legally Blonde 2: Red, White & Blonde",7.288046,Not available
19354,77883,The Possession,7.286477,http://www.thepossessionmovie.com/
5207,27094,Lenny,7.285627,Not available
14,1408,Cutthroat Island,7.284477,Not available
7791,662,La Jetée,7.282665,Not available
15310,37056,Letters to Juliet,7.282488,http://www.letterstojuliet-movie.com/
6858,10995,The Lover,7.281965,Not available
7934,11897,How the West Was Won,7.281721,Not available
18246,59457,Womb,7.279917,Not available
15357,39013,Winter's Bone,7.27941,http://www.wintersbonemovie.com/
2764,10974,Armour of God,7.278549,Not available
15706,27579,The American,7.275649,http://focusfeatures.com/film/the_american/
919,198,To Be or Not to Be,7.274948,Not available
30457,34766,Zenon: Girl of the 21st Century,7.274451,Not available
12891,13310,Let the Right One In,7.274237,http://www.lettherightoneinmovie.com
1125,8074,2 or 3 Things I Know About Her,7.273791,Not available
5438,12770,Stealing Harvard,7.272325,Not available
507,25557,The Puppet Masters,7.272296,Not available
19079,76494,What to Expect When You're Expecting,7.271503,http://whattoexpectthefilm.com/
2616,147,The 400 Blows,7.268688,Not available
2806,4929,Hang 'em High,7.266576,Not available
4926,11710,The Enigma of Kaspar Hauser,7.265781,Not available
13042,13809,RockNRolla,7.263988,http://rocknrolla.warnerbros.com/
2949,11165,Tora! Tora! Tora!,7.262326,Not available
11619,11841,The 36th Chamber of Shaolin,7.261696,Not available
157,10329,Congo,7.260574,Not available
12043,4141,Shoot 'Em Up,7.259086,http://wwws.warnerbros.de/shootemup/
2468,11355,Never Been Kissed,7.257679,Not available
4850,1649,Bill & Ted's Bogus Journey,7.256293,Not available
15281,37786,Sex and the City 2,7.255991,http://www.sexandthecitymovie.com/
3878,12714,She's Having a Baby,7.255375,Not available
10959,10115,Stick It,7.255225,Not available
18829,70436,The Raven,7.254242,Not available
3652,16096,House Party 2,7.252003,Not available
2861,31306,Crazy in Alabama,7.250842,Not available
2067,1580,Rope,7.248676,Not available
16788,50321,Mars Needs Moms,7.24717,http://disney.go.com/disneypictures/marsneedsmoms/#home
3156,9605,Single White Female,7.246119,Not available
8610,11047,Asterix the Gaul,7.24597,Not available
23111,145220,Muppets Most Wanted,7.244956,Not available
1383,9619,Dante's Peak,7.240753,Not available
2024,14367,Adventures in Babysitting,7.230508,Not available
2375,11167,Peeping Tom,7.229587,Not available
9157,2487,Lady Snowblood,7.228457,Not available
13556,16258,The Butterfly Effect 3: Revelations,7.228413,Not available
4298,18030,Kiss Me Deadly,7.224904,Not available
20539,86825,Stoker,7.222816,http://www.foxsearchlight.com/stoker/
8860,17663,Anne of Green Gables,7.222048,http://www.anneofgreengables.com/
12285,6575,Walk Hard: The Dewey Cox Story,7.219935,http://www.walkhard-movie.com/
11055,9513,Garfield: A Tail of Two Kitties,7.217377,Not available
2277,8545,Little Voice,7.214017,Not available
6873,23908,A Midnight Clear,7.210452,Not available
13136,12193,Four Christmases,7.210383,Not available
1347,2322,Sneakers,7.207325,Not available
4624,16307,The Wicker Man,7.206941,Not available
37966,376570,Hush,7.205636,http://www.mikeflanaganfilm.com/#!/Hush_(2016)
4751,10778,The Man Who Wasn't There,7.204951,Not available
2398,1847,The Long Goodbye,7.204017,Not available
9864,158,Knockin' on Heaven's Door,7.203307,Not available
9180,3716,In July,7.202994,Not available
23701,123109,No One Lives,7.202832,http://noonelivesthemovie.com/
7465,14588,After the Thin Man,7.201727,Not available
19901,140420,Paperman,7.198633,http://www.disneyanimation.com/projects/shorts/paperman/
541,9607,Super Mario Bros.,7.198455,Not available
4264,8217,Alice,7.196816,Not available
11595,11172,Music and Lyrics,7.196688,Not available
4862,11232,Kate & Leopold,7.196356,Not available
1153,11455,Up in Smoke,7.194364,Not available
12537,11152,The Ruins,7.192452,Not available
6835,234,The Cabinet of Dr. Caligari,7.191271,Not available
5112,12705,Smokey and the Bandit II,7.190986,Not available
7007,504,Monster,7.189024,Not available
3357,13531,Empire Records,7.188728,Not available
4128,13166,Freddy Got Fingered,7.187919,Not available
986,6878,Homeward Bound: The Incredible Journey,7.186506,Not available
3377,11327,Midnight Express,7.186048,Not available
6619,5653,Luther,7.182909,http://www.lutherthemovie.com/
12586,8617,Prom Night,7.18216,http://www.sonypictures.com/movies/promnight/
2677,2665,Airplane II: The Sequel,7.181664,Not available
2319,9441,Stepmom,7.17892,Not available
3855,11978,Men of Honor,7.177649,Not available
19401,97795,Emergo,7.177295,Not available
4228,759,Gentlemen Prefer Blondes,7.174547,Not available
2485,9451,Election,7.174396,Not available
12779,13022,Rogue,7.173304,Not available
3044,30237,Onegin,7.171138,Not available
2655,11353,Bowfinger,7.169508,Not available
3021,32331,Stealing Home,7.168975,Not available
5370,9488,Spy Kids 2: The Island of Lost Dreams,7.164131,Not available
10013,10066,House of Wax,7.163099,Not available
11521,8398,The Hitcher,7.160967,Not available
10659,13925,Luxo Jr.,7.160378,http://www.pixar.com/short_films/Theatrical-Shorts/Luxo-Jr.
1325,154,Star Trek II: The Wrath of Khan,7.160236,Not available
9211,844,2046,7.157169,http://www.wkw2046.com/
7228,2122,The Whole Ten Yards,7.15606,Not available
8187,14337,Primer,7.15307,http://www.primermovie.com
980,14821,Escape to Witch Mountain,7.151691,Not available
1679,12238,The Night Flier,7.146514,Not available
1559,68924,The Ice Storm,7.146352,Not available
18456,72431,Red Tails,7.145835,http://www.redtails2012.com/
2678,9406,An American Werewolf in Paris,7.145784,Not available
3720,10860,Steel Magnolias,7.14561,Not available
2980,20334,The Shop Around the Corner,7.144236,Not available
29577,284537,Welcome to Me,7.143088,http://www.welcometomemovie.com
61,2054,Mr. Holland's Opus,7.137117,Not available
1822,12311,Mutiny on the Bounty,7.135215,Not available
12548,7459,Speed Racer,7.134168,http://www.speedracerthemovie.warnerbros.com/
16124,45958,Biutiful,7.131568,Not available
18449,71670,Hostel: Part III,7.130411,Not available
14722,13382,"Rudolph, the Red-Nosed Reindeer",7.129761,Not available
16624,48171,The Rite,7.128117,http://whatdoyoubelieve.warnerbros.com/
11799,4977,Paprika,7.128022,http://www.sonyclassics.com/paprika/
1684,10153,Sphere,7.124735,http://www.warnerbros.com/movies/home-entertainment/sphere/7bdffe73-2a0e-4e7a-98e7-cee4d723e0b3.html
1417,28005,Kama Sutra - A Tale of Love,7.124652,Not available
918,3080,Top Hat,7.122093,Not available
163,13552,The Doom Generation,7.120806,Not available
15735,23631,Machete,7.120403,http://www.vivamachete.com/
2157,4478,Indecent Proposal,7.118123,Not available
2335,9423,Virus,7.116537,Not available
6085,12079,Spun,7.115355,Not available
19596,84306,Liberal Arts,7.113542,Not available
5435,9299,Thesis,7.110912,Not available
5092,18172,All the Right Moves,7.108331,Not available
25392,273895,Selma,7.107071,Not available
4007,11649,Masters of the Universe,7.106954,Not available
2404,8769,Christine,7.106757,http://www.theofficialjohncarpenter.com/christine/
10016,11171,Mysterious Skin,7.103951,Not available
3268,11718,Who's Harry Crumb?,7.102963,Not available
11922,2959,License to Wed,7.102076,http://licensetowedthemovie.warnerbros.com/
10645,9641,Cheaper by the Dozen 2,7.101422,Not available
2267,12118,Police Academy 3: Back in Training,7.10005,Not available
884,4808,Charade,7.098731,Not available
15859,38842,Middle Men,7.095445,http://www.middlemenmovie.com/
15894,44040,Devil,7.094276,http://www.thenightchronicles.com/devil/
408,13595,Airheads,7.09232,Not available
16834,38684,Jane Eyre,7.089084,http://janeeyrethemovie.com/
1005,11229,Freeway,7.088533,Not available
14231,23082,The Invention of Lying,7.087161,http://the-invention-of-lying.warnerbros.com/
13152,13394,Shrek the Halls,7.081997,Not available
21644,129139,The To Do List,7.081404,http://todolistmovie.com/
1287,8851,The Blob,7.079055,Not available
40503,391698,The Beatles: Eight Days a Week - The Touring Years,7.078301,http://www.thebeatlesliveproject.com/
12215,13483,Awake,7.076062,Not available
4009,13509,The Monster Squad,7.075534,Not available
22468,177945,"Like Father, Like Son",7.074042,Not available
2484,12596,Pushing Tin,7.073467,Not available
5535,12600,Pokémon 4Ever: Celebi - Voice of the Forest,7.072301,http://www.pokemon.com/us/movies/movie-pokemon-4ever-2002/
3366,6644,El Dorado,7.070669,Not available
2014,11497,All Dogs Go to Heaven,7.068389,Not available
11104,9072,Little Man,7.067602,http://www.littleman-movie.com/
19050,84332,Safety Not Guaranteed,7.067494,Not available
4370,10651,The Dead Pool,7.066395,Not available
2012,10489,Cujo,7.065626,Not available
2372,10314,She's All That,7.064982,Not available
20163,133694,Promised Land,7.06378,Not available
14711,13855,The Chaser,7.062323,Not available
2086,14577,Dirty Work,7.061315,Not available
3072,17908,My Dog Skip,7.061185,http://mydogskip.warnerbros.com/
11191,9788,Accepted,7.06088,Not available
3000,22267,Ride with the Devil,7.059308,Not available
4605,10016,Ghosts of Mars,7.058599,http://www.theofficialjohncarpenter.com/ghost-of-mars/
4394,41963,Masquerade,7.058299,Not available
3302,27995,She's Gotta Have It,7.056652,Not available
4299,18988,The Lion in Winter,7.056355,Not available
2262,10466,The Money Pit,7.054864,Not available
6471,2771,American Splendor,7.05435,http://www.newline.com/properties/americansplendor.html
14946,31723,Women in Trouble,7.052376,http://www.womenintroublethemovie.com/
8496,3111,A Star Is Born,7.051183,Not available
11598,7874,Black Snake Moan,7.050403,http://www.moanmovie.com/
7911,80,Before Sunset,7.048957,http://www.warnerbros.com/?site=beforesunset#/page=movies&pid=f-57b53b9e/BEFORE_SUNSET&asset=059437/Before_Sunset_-_Trailer_1A&type=video/
3586,11495,Firestarter,7.048087,Not available
2836,8052,Hard Eight,7.04756,Not available
23057,209276,Starred Up,7.047117,Not available
1068,2119,Days of Thunder,7.046753,Not available
432,26261,Cops & Robbersons,7.042878,Not available
10600,9043,The Family Stone,7.041967,Not available
329,32636,Vanya on 42nd Street,7.039846,Not available
15511,40662,Batman: Under the Red Hood,7.039325,http://www.warnerbros.com/batman-under-red-hood
7602,10355,Shiri,7.036727,Not available
23625,169607,Finding Vivian Maier,7.035082,http://www.vivianmaier.com/film-finding-vivian-maier/
30201,245906,She's Funny That Way,7.032964,Not available
785,31546,American Buffalo,7.031279,Not available
3537,26278,Quatermass II,7.029675,Not available
21055,101998,Foxfire,7.025918,Not available
6866,11092,Presumed Innocent,7.025657,Not available
178,9070,Mighty Morphin Power Rangers: The Movie,7.024227,http://www.powerrangers.com/
3169,15655,The Tigger Movie,7.023414,http://www.tigger.com
1665,9490,Half Baked,7.022548,Not available
4347,15267,The Beast of War,7.021336,Not available
12071,13754,Tekkonkinkreet,7.020628,http://www.tekkon.net/
6924,916,Bullitt,7.01973,https://www.warnerbros.com/bullitt
11330,9895,Man of the Year,7.018483,Not available
1622,9574,Flubber,7.016942,Not available
14217,28053,City Island,7.016044,Not available
14360,13576,This Is It,7.015456,http://www.thisisit-movie.com
597,7300,One Fine Day,7.009946,Not available
6998,3635,Girl with a Pearl Earring,7.008512,Not available
3748,14698,"Suddenly, Last Summer",7.007423,Not available
7070,18995,D.O.A.,7.005083,Not available
14017,22051,Adam,7.003724,http://www.foxsearchlight.com/adam/
12415,7461,Vantage Point,7.001645,http://www.vantagepoint-movie.com/index.php
3734,14195,Cecil B. Demented,7.000983,Not available
17342,22907,Takers,7.000421,http://www.whoarethetakers.com/
1292,229,Bride of Frankenstein,7.000417,Not available
11141,9906,The Ant Bully,7.000272,http://www.theantbully.com
1840,874,A Man for All Seasons,6.997888,Not available
12554,1729,The Forbidden Kingdom,6.997601,http://www.forbiddenkingdommovie.com/
3546,6003,Romeo and Juliet,6.99099,Not available
1239,910,The Big Sleep,6.987617,Not available
14206,25050,Still Walking,6.98658,http://www.aruitemo.com/
10472,15276,Barely Legal,6.986182,Not available
23331,152599,The Immigrant,6.985915,http://theimmigrant-lefilm.com/
9545,9692,The Woodsman,6.984903,Not available
15291,38199,Unthinkable,6.983803,Not available
6807,9562,Timeline,6.982762,Not available
11572,2266,"Paris, je t'aime",6.980486,Not available
6241,5921,Nevada Smith,6.974375,Not available
4443,4105,Black Rain,6.973408,Not available
6683,11364,Regarding Henry,6.972737,Not available
505,8291,Poetic Justice,6.972599,http://www.janetjackson.com
15930,41201,The Illusionist,6.971611,http://www.sonyclassics.com/theillusionist/
2328,1363,The Hi-Lo Country,6.971268,Not available
7869,6081,Revenge of the Pink Panther,6.970037,Not available
10389,15487,The Greatest Game Ever Played,6.969342,Not available
25044,110416,Song of the Sea,6.967358,http://www.cartoonsaloon.ie/2009/06/feature-films-song-of-the-sea/
6997,1792,Stuck on You,6.96675,Not available
4994,14475,Used Cars,6.963023,Not available
12085,4588,"Lust, Caution",6.96177,http://www.bvi.com.tw/movies/lust_caution/main.html
4971,21845,Rookie of the Year,6.961256,Not available
6184,10743,Confidence,6.959638,Not available
18028,63492,What's Your Number?,6.958086,http://www.whatsyournumbermovie.com/
14838,13949,Persuasion,6.955841,Not available
652,10543,Fear,6.954926,Not available
7650,5544,Hiroshima Mon Amour,6.953676,Not available
2137,2028,Say Anything...,6.953646,Not available
2690,10154,Mickey Blue Eyes,6.951414,Not available
160,8068,Desperado,6.950458,Not available
18288,62838,New Year's Eve,6.948818,Not available
18350,75301,Being Elmo: A Puppeteer's Journey,6.94881,Not available
19100,88005,Seeking a Friend for the End of the World,6.947533,Not available
4933,18647,One-Eyed Jacks,6.945886,Not available
8127,24924,Night of the Demons,6.942907,Not available
4485,10222,Kickboxer,6.939994,Not available
2316,9822,Mighty Joe Young,6.939576,Not available
4897,11595,Another 48 Hrs.,6.938921,Not available
11122,9718,Talladega Nights: The Ballad of Ricky Bobby,6.936688,http://www.sonypictures.com/homevideo/talladeganights/
9541,421,The Life Aquatic with Steve Zissou,6.936677,Not available
25772,276908,Comet,6.93232,Not available
20073,121826,Quartet,6.93228,Not available
